,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
11,0.012987038,0.14214608,0.0,0.0111376345,0.18409503,0.0059318133,2.2051856e-05,0.15121011,0.0014429409,0.07996969,0.0628927,0.12474131,0.1727639,0.09482457,0.16345349,0.03513912,-0.16303252,0.7533754,0.9337443,0.35135877,0.78559726,0.8251821,0.34285188,2.206251,-0.0028331676,-0.17243592,1.5400006,0.7637152,-0.0717679,0.6892134,0.495143,1.4480939
12,0.18683553,0.07957803,0.01709029,0.26742232,0.14196748,0.07703468,0.090369344,0.0,0.12867837,0.0,0.0038719345,0.05262756,0.0,0.0,0.16311061,0.03543752,-0.11640711,0.5039696,0.61415374,0.19882876,0.8737685,0.5329918,0.038522694,1.8342142,-0.052462365,-0.1708924,1.2823845,0.5238415,-0.13299344,0.47156483,0.28542212,1.579187
13,0.13216178,0.10822955,0.05934222,0.03743086,0.026401998,0.11799879,0.0625041,0.09388371,0.19442058,0.20088118,0.06488071,0.06271872,0.1279669,0.022300543,0.12718062,0.094136804,-0.52612,0.9146812,1.713801,-0.61608595,1.5235691,1.7877147,1.4434432,-0.36010954,-0.66920793,0.39816636,-0.6257912,0.82628804,0.54246944,0.74803346,-0.60441047,2.2662942
14,0.07815812,0.06540127,0.0,0.002680527,0.07421225,0.28924754,0.103824615,0.15097763,0.0013830382,0.085777394,0.0053079166,0.0,0.15258196,0.086416036,0.10542346,0.18723877,-0.23319998,0.38902098,0.96750325,-0.04283583,0.76272327,1.1577563,0.6329984,1.0306249,-0.11158651,-0.12833521,0.5331361,0.106708735,-0.063595206,0.48751944,-0.010533959,1.6691438
15,0.055632673,0.113844074,0.0,0.031059586,0.020407345,0.23892434,0.06919901,0.0886475,0.031197477,0.00041319616,0.13040206,0.124617025,0.1947429,0.0,0.10996238,0.2178254,-0.27996916,0.82863855,1.1481638,-0.14365831,0.9399097,0.9706906,0.6769109,1.0999237,-0.1909118,-0.04822856,0.045523874,0.47860962,-0.028972609,0.7768071,-0.11969022,1.669709
16,0.10512281,0.1286843,0.017600568,0.18943095,0.10570421,0.016851807,0.18964124,0.09383378,0.088896796,0.0012080558,0.10510349,0.017810093,0.13383235,0.004809048,0.17590798,0.0012441166,-0.1296848,0.37619853,1.0547087,0.31074536,0.8042071,0.49735582,0.12858093,2.0153034,0.18245068,-0.16457768,1.7103817,0.41235235,-0.120550014,0.5986557,0.3302434,1.7464889
17,0.0067059444,0.14155594,0.0,0.14902802,0.19699393,0.0,0.12558745,0.10929729,0.060446605,0.25500423,0.04621502,0.0,0.036520116,0.008446949,0.18074423,0.028051846,-0.24814422,0.69323075,1.2815427,-0.2031848,1.1350951,0.78409314,0.47608754,0.81667703,-0.24028312,-0.06530075,0.08843402,0.7198804,-0.03156081,0.6942355,-0.16138467,2.1557999
18,0.0057963934,0.28345022,0.0,0.0,0.040797707,0.1447775,0.10589577,0.0,0.04830182,0.16093336,0.0022941642,0.0,0.02840866,0.1550205,0.108775154,0.07544241,-0.14531036,0.54155874,0.727038,0.30598226,0.9865192,0.679222,0.19004077,2.164294,-0.037241224,-0.1835995,1.5304537,0.59046656,-0.12586819,0.58148754,0.38823128,1.7377789
19,0.105782665,0.24149409,0.0015975591,0.0,0.096004784,0.0669213,0.070087805,0.0,0.008481403,0.005106261,0.124762475,0.08089504,0.011820457,0.08515743,0.17028438,0.009500138,-0.94415617,1.9396712,2.7402172,-1.3780005,2.5360491,1.9528323,2.2008977,-0.9664731,-1.3002895,1.4034171,-1.4771707,2.517437,1.5754728,1.3533347,-1.4543378,3.6675677
20,0.033402808,0.018350162,0.03828799,0.0,0.3154449,0.0,0.0,0.10002901,0.0,0.0064701615,0.076767415,0.0,0.0,0.006133998,0.2261078,0.0,-0.077164665,0.48151356,0.71749574,0.2005125,0.9229035,0.5229964,-0.007265694,2.0137417,0.033918016,-0.15938346,1.5602891,0.5170433,-0.13576744,0.60255927,0.3445095,1.6863656
21,0.062537,0.12862399,0.0,0.03152687,0.20101394,0.09575012,0.09105289,0.10472739,0.08650002,0.11442006,0.13093263,0.0,0.006304954,0.06433861,0.08228234,0.071024895,-1.2421416,1.9669803,3.3065958,-1.6962904,2.7000644,2.5771267,2.945648,-1.2665514,-1.6624523,1.940122,-1.8782393,2.7842205,2.0670571,1.9373311,-1.8108801,3.9595766
22,0.16721144,0.15472314,0.015808467,0.0061091837,0.07061558,0.061501957,0.053486787,0.026801718,0.10590796,0.010423723,0.112817675,0.012999004,0.0,0.12274897,0.1763974,0.014602445,-0.1540238,0.60504925,0.85741156,-0.0922485,1.11112,0.616208,0.2590616,1.4652839,-0.12183585,-0.09478173,0.69073707,0.5744867,-0.090753995,0.5531945,-0.06856439,1.8567208
23,0.07340047,0.040831976,0.0,0.0,0.05502277,0.009616335,0.10108721,0.25394732,0.22668831,0.0,0.10602865,0.1521126,0.0,0.16439396,0.18879679,0.04894044,-0.108949296,0.7149577,0.8078851,0.13526893,0.9178419,0.6488328,0.15142554,2.1856594,-0.00312913,-0.1497598,1.6288571,0.37393075,-0.11003967,0.8060234,0.44925117,1.5788059
24,0.17960946,0.03577064,0.044241615,0.0019848086,0.10865965,0.22641227,0.002039941,0.13922189,0.051899675,0.0506279,0.03326361,0.006618308,0.091573134,0.08880004,0.19126897,0.0136828525,-0.44070086,0.6940516,1.5333644,-0.42358238,1.295912,1.3246053,1.0168762,-0.18153538,-0.5031341,-0.0019827348,-0.40099987,0.7180295,0.4310256,0.5801644,-0.40993023,1.7503569
25,0.17404117,0.18320617,0.0,0.0074841036,0.1445237,0.18894795,0.012527623,0.05261401,0.0021467302,0.0063838214,0.0,0.0,0.024112698,0.19337569,0.13372193,0.029158592,-0.38302836,1.1498432,1.556839,-0.38418385,1.3498532,1.2431604,1.0182151,0.06996612,-0.4412417,0.059811175,-0.24200924,0.9729457,0.28546864,1.0256263,-0.34557298,2.0885394
26,0.13725539,0.12530163,0.0,0.0,0.14274067,0.22272985,0.0,0.08041203,0.0014988706,0.08160199,0.09551444,0.0,0.07738438,0.22138162,0.13041097,0.010241191,-0.30372915,1.0970496,1.3289721,-0.28205463,1.1617448,1.1000211,0.78216743,0.48594075,-0.32161856,-0.012782316,-0.11981156,0.946337,0.12976651,0.92569554,-0.2477222,1.9465822
27,0.07640706,0.041342378,0.024878394,0.052781492,0.13171056,0.12870067,0.13935603,0.050239675,0.12739356,0.14375992,0.045116432,0.012484454,0.10007214,0.058415897,0.09575081,0.15604243,-0.12989396,0.37668484,1.0552356,0.30858216,0.80466616,0.49777514,0.12926342,2.0134113,0.18026835,-0.16439071,1.7077569,0.41280848,-0.12037972,0.59883827,0.32838482,1.7471975
28,0.0,0.07826902,0.13640022,0.08333125,0.07766266,0.06314309,0.064790264,0.0,0.08692904,0.00047266297,0.09243294,0.012392273,0.019562727,0.1534601,0.17997527,0.24800919,-0.27044874,0.6443864,1.3846216,-0.1882396,1.1291975,0.71350867,0.5586117,0.902331,-0.22954345,-0.07063719,0.15038666,0.66284484,-0.02781253,0.60408044,-0.15534712,2.109746
29,0.096373856,0.17983538,0.0,0.07858046,0.059309438,0.08011848,0.0,0.0,0.099926785,0.11265138,0.026936598,0.057875432,0.039502166,0.0,0.13584122,0.09248331,-0.082224704,0.69470024,0.8592239,0.42431003,0.63108903,0.6426468,0.10365951,2.1263473,0.3220184,-0.1539008,1.7381804,0.6135731,-0.09541046,0.65375835,0.5217649,1.38245
30,0.103233665,0.11551282,0.0,0.06285161,0.11393646,0.10715923,0.0107278945,0.04844571,0.09794852,0.12669094,0.05638451,0.054844964,0.0,0.0005239956,0.1613076,0.05796901,-0.20963125,0.53783894,1.0882754,-0.051380772,0.913929,0.6710681,0.4041592,1.4615248,-0.10962029,-0.12813696,0.8076054,0.7223996,-0.0645431,0.56406194,-0.010771433,1.8189812
31,0.116865054,0.1222567,0.031299785,0.05823549,0.09309353,0.02006507,0.07155296,0.060559817,0.10287614,0.05833455,0.060021155,0.04636219,0.0,0.09589581,0.16973206,0.055053838,-0.20501278,0.38483277,0.9751056,-0.10827158,0.63610244,0.8921223,0.8031987,0.51459575,-0.17346492,-0.06274726,0.20492007,0.30569315,-0.011025194,0.3987015,-0.07533431,1.3338919
32,0.07380509,0.12206168,0.057281077,0.020213127,0.075618714,0.03743333,0.027151342,0.11909203,0.16425125,0.1439984,0.13873959,0.0019125687,0.006679654,0.08565674,0.10412692,0.13422203,-0.20369707,0.3826931,0.9717493,-0.105911516,0.6333938,0.888998,0.7989191,0.52505136,-0.17129424,-0.06356513,0.2183153,0.3029418,-0.011896902,0.39751336,-0.073063225,1.3296733
33,0.13537954,0.06941347,0.039893053,0.0037658876,0.12976544,0.012099806,0.09918712,0.14220539,0.22593562,0.09331948,0.023889927,0.04616746,0.11164006,0.06666248,0.1583382,0.0,-0.21464904,0.24416503,0.879902,-0.047937967,0.7010089,1.1297659,0.68335307,0.82169133,-0.11760074,-0.12671316,0.39295426,0.12651819,-0.07502185,0.47192964,-0.01377252,1.418479
34,0.12548564,0.07716888,0.011144917,0.075674616,0.094324335,0.048652735,0.16105437,0.017619548,0.07962936,0.06770554,0.012931122,0.07988465,0.0,0.15455998,0.18551515,0.008184542,-0.51404977,1.2358556,1.8275928,-0.6684011,1.7002609,1.3620136,1.2540368,-0.3072515,-0.69142646,0.42902723,-0.5826061,1.5685128,0.6428148,0.8927438,-0.64906955,2.6335201
35,0.18416055,0.04340013,0.019675381,0.15500642,0.050543025,0.033010326,0.10475129,0.0,0.24488871,0.15041314,0.09855804,0.12697673,0.26311693,0.13279884,0.071363814,0.037147023,-0.7114844,1.2411811,1.8455081,-0.9409777,1.8777647,1.8848555,1.9593525,-0.6154837,-0.91754836,0.9927188,-1.0047181,1.327808,0.98323196,1.1428754,-0.9412026,2.5114136
36,0.17455408,0.11302859,0.1151736,0.1779414,0.038758844,0.0,0.17034587,0.11616099,0.28788212,0.038636856,0.062672,0.22086951,0.38361946,0.02634728,0.02682717,0.07267419,-0.2853387,0.84215546,1.1504431,-0.21318571,1.1349169,0.8995646,0.6893657,1.1076974,-0.26261458,-0.058719784,0.027081419,0.47172266,-0.029270142,0.86526495,-0.12108781,1.840305
37,0.12265808,0.19102731,0.01964686,0.0,0.0008137431,0.026285224,0.0,0.015121115,0.20113465,0.06244529,0.0,0.23223479,0.1016692,0.0013459474,0.17377055,0.051591583,-0.104518786,0.28156972,0.7133698,0.36664376,0.53196996,1.0177841,0.31360057,1.4666194,0.187302,-0.15222132,1.3166723,0.062050417,-0.11460429,0.45758724,0.4034217,1.4248173
38,0.11064177,0.19516808,0.046934992,0.04016076,0.11657704,0.11432656,0.015817828,0.051270172,0.102387026,0.095041245,0.030609481,0.10709314,0.10319735,0.039179265,0.06716256,0.07371085,-1.2467941,2.36157,3.4744492,-1.8219784,3.1518626,2.577039,3.0177548,-1.3341783,-1.7210388,1.8737651,-1.9750305,2.9085755,2.0187733,1.8961415,-1.9268645,4.399796
39,0.14755495,0.0,0.0061017927,0.18911134,0.22070047,0.010879954,0.16215433,0.2277533,0.0,0.0013168529,0.09433189,0.0,0.1483361,0.3483953,0.10972757,0.035445955,-0.14705107,0.5519413,0.7363567,-0.06898027,0.7008734,1.0643516,0.42190534,1.047725,-0.07578781,-0.08425376,0.6325539,0.11633724,-0.08516582,0.54464585,-0.031067122,1.8799003
40,0.097029656,0.11440239,0.0,0.09910276,0.16422036,0.13842355,0.04853178,0.13681565,0.076245725,0.16606641,0.014235445,0.06537489,0.09705915,0.14498653,0.110138744,0.07245235,-1.0519041,2.0930538,3.076089,-1.4924047,2.7157197,2.1717987,2.5288937,-1.054885,-1.4260875,1.5431106,-1.5904944,2.3734264,1.6737775,1.5061952,-1.5753326,3.986679
41,0.0013060467,0.030248139,0.13079491,0.1093719,0.15996818,0.015399347,0.19724137,0.08132746,0.06931892,0.009159385,0.0008059144,0.10298682,0.053636983,0.19217652,0.15882306,0.16002133,-0.10177938,0.702356,0.78913647,0.21260756,0.8986207,0.63342017,0.13019912,2.2492642,0.05709835,-0.1555638,1.7186004,0.3572433,-0.11576884,0.7946271,0.5160245,1.5521572
42,0.08089651,0.08234741,0.0,0.13691765,0.1536495,0.10646969,0.07723187,0.020612113,0.012901716,0.13550909,0.047174357,0.09584622,0.0,0.06469726,0.13896558,0.13506107,-0.21667182,0.24764189,0.8846999,-0.0515166,0.7055635,1.1340497,0.68933356,0.805321,-0.121192954,-0.12546286,0.37246883,0.12975693,-0.073706515,0.4733889,-0.017107774,1.4242109
43,0.13998613,0.079859555,0.039514944,0.17247486,0.17975582,0.019109966,0.08807975,0.0019184612,0.01785278,0.14664285,0.0,0.005554567,0.036679342,0.16207342,0.13585451,0.11420722,-0.21627784,0.24696474,0.88376546,-0.050819635,0.7046764,1.1332153,0.6881688,0.8085088,-0.120493405,-0.1257064,0.3764585,0.12912619,-0.07396267,0.4731047,-0.01645825,1.4230949
44,0.124163695,0.060114272,0.023183057,0.14401859,0.121328205,0.13902329,0.11578293,0.002856655,0.07178703,0.19157998,0.124130435,0.008442503,0.026915368,0.037979066,0.14581448,0.1255447,-0.21754065,0.24913526,0.8867606,-0.053053748,0.70752007,1.1358894,0.6919026,0.7982893,-0.12273598,-0.124925844,0.36366954,0.13114828,-0.07314154,0.4740155,-0.01854044,1.4266733
45,0.016198395,0.13571355,0.0074786786,0.0,0.1211502,0.067228936,0.06209648,0.026161302,0.1163546,0.0933546,0.12511794,0.030261882,0.07805406,0.08556982,0.14828357,0.028000955,-2.4328022,4.1582785,6.002176,-3.5778682,5.238648,4.566453,5.330229,-2.8019855,-3.2608483,3.6584277,-3.972644,5.6971064,4.0080066,3.6211002,-3.8890805,7.2905393
46,0.0677465,0.07934351,0.03602206,0.012369476,0.16754845,0.12566513,0.062156666,0.016843013,0.09130362,0.048095703,0.058310084,0.12681967,0.063960284,0.07505269,0.112262286,0.020493917,-0.576585,1.3407092,1.9384775,-0.7464999,1.8045393,1.4075747,1.4014279,-0.37761915,-0.7567281,0.6297728,-0.6709223,1.4145302,0.6918842,0.8762075,-0.7398293,2.8794248
47,0.115342885,0.019972816,0.0054682456,0.0018633399,0.18162668,0.15813372,0.122665524,0.03975659,0.09908356,0.17705728,0.0,0.0029175552,0.08289541,0.17095259,0.10777778,0.0,-0.24496798,0.64811826,1.3557893,-0.17685682,1.0756972,0.76462936,0.47301877,0.96214217,-0.1989686,-0.069515035,0.27964392,0.64413357,-0.03536169,0.70467144,-0.15046911,2.1365535
48,0.099762954,0.15095958,0.0,0.093673155,0.11391589,0.047043525,0.027847247,0.15009776,0.17980558,0.068375446,0.021806823,0.0,0.016323507,0.061955877,0.12775183,0.09535633,-0.9815702,1.9270353,2.9419727,-1.3792903,2.58346,2.07819,2.41147,-0.95741713,-1.3239675,1.3455322,-1.4534374,2.3207176,1.5750235,1.4663985,-1.442659,3.7037776
49,0.11333234,0.0394154,0.0,0.040003113,0.13083859,0.13377711,0.11945905,0.0,0.14992301,0.055423953,0.017636135,0.0,0.011058198,0.024862632,0.14245836,0.006798775,-0.23640692,0.55282795,1.1224092,-0.19997613,0.8866518,1.2743568,0.75949293,0.23073572,-0.22278194,-0.059559878,-0.0578402,0.38118482,-0.010299192,0.6096317,-0.16025056,1.8336351
50,0.09157175,0.10347819,0.0,0.1055527,0.10234662,0.094848864,0.07471795,0.09666551,0.075760186,0.15025039,0.14254615,0.057747584,0.08677646,0.047656685,0.11529623,0.14122011,-1.6350327,2.8951795,4.339379,-2.3950326,3.7945285,3.280545,3.7608016,-1.8190873,-2.213043,2.4511487,-2.6301582,3.9005687,2.6823041,2.5333652,-2.5664284,5.217877
51,0.08111671,0.13672891,0.0,0.025330804,0.13611287,0.10206394,0.09450662,0.074112155,0.14594486,0.07073782,0.040101346,0.022732109,0.120115854,0.030372169,0.09139544,0.044245534,-0.85472965,1.6972646,2.664,-1.1837505,2.3516743,1.8599783,2.1476142,-0.79190344,-1.1556505,1.0918058,-1.2157397,1.9770525,1.3231164,1.3047535,-1.224151,3.3481896
52,0.07009704,0.10531625,0.0,0.077673346,0.1538455,0.05898983,0.09419678,0.11061007,0.03691443,0.13065377,0.09691393,0.105047174,0.1333041,0.10141096,0.11279168,0.1296778,-0.16075408,0.44660145,1.1230818,-0.053079963,0.95159996,0.65831006,0.30056843,1.4890397,-0.08424821,-0.12017169,0.9932958,0.5773886,-0.07871732,0.6702018,-0.030607775,1.7845033
53,0.08161001,0.16988254,0.0,0.013334034,0.08400049,0.0940859,0.0349165,0.040116668,0.02780072,0.050272148,0.12560977,0.0,0.07428074,0.03930898,0.12969829,0.09473006,-0.94199437,1.9086903,2.8451295,-1.3354827,2.4875069,1.9866704,2.2820444,-0.9229326,-1.2796667,1.3163046,-1.3976355,2.2737377,1.5208766,1.4098753,-1.3946003,3.7056653
54,0.09301178,0.11706761,0.07780141,0.022781577,0.1309745,0.095091954,0.058753684,0.060955904,0.08902238,0.11638982,0.041265387,0.0071689235,0.016838584,0.065167114,0.12860714,0.08788743,-2.682161,4.5049553,6.462364,-3.955183,5.7468014,5.027615,5.872648,-3.1197126,-3.5959282,4.0612884,-4.408096,6.21171,4.3644013,3.997726,-4.310398,7.853278
55,0.11986894,0.105609305,0.0,0.0,0.15231837,0.08534097,0.05080361,0.13642924,0.17039803,0.14096208,0.09941661,0.0,0.040195994,0.026776021,0.072007544,0.07245459,-0.60410786,1.1472849,1.950112,-0.78094864,1.6742471,1.997332,1.6286534,-0.5045557,-0.80181164,0.6750875,-0.8158469,1.0253755,0.8108879,0.93453676,-0.76935905,2.6999474
56,0.01675334,0.11702814,0.0003497135,0.045743585,0.13789263,0.09715645,0.027637262,0.048587564,0.118630216,0.1302919,0.052356835,0.02476569,0.08065257,0.02067784,0.14269383,0.08530722,-0.4206132,1.0303651,1.5781564,-0.51993126,1.5400658,1.1794105,1.0801879,-0.1497655,-0.5496091,0.30993778,-0.39116842,1.0213362,0.27530453,0.8027071,-0.4909087,2.5439415
57,0.055143192,0.08814645,0.0,0.0,0.14228101,0.0929881,0.04483194,0.08816167,0.0928092,0.12155404,0.1086229,0.04262238,0.024396742,0.03805929,0.15005724,0.06477259,-0.31398138,0.7188337,1.3778111,-0.30052468,1.254322,0.93954855,0.7861375,0.22991958,-0.3392249,-0.02756974,-0.13233858,0.8356263,-0.0028729194,0.70878625,-0.2666024,2.1057544
58,0.13311188,0.11571452,0.15090561,0.012026034,0.14532849,0.23870493,0.060676675,0.23762053,0.0,0.16170466,0.029640872,0.054404624,0.22766042,0.14150989,0.11257425,0.03148318,-0.93007654,1.9336964,2.7082543,-1.3753126,2.6730666,2.0452836,2.349691,-0.9409694,-1.3138984,1.4541715,-1.4536415,2.2193897,1.444513,1.4005389,-1.4358405,3.7027264
59,0.025292426,0.14131467,0.0,0.0,0.1153882,0.054408632,0.11797851,0.054174557,0.10229799,0.14626828,0.077595875,0.024902243,0.13781749,0.018317375,0.11532703,0.09786744,-0.46377498,1.1729517,1.242873,-0.5540577,1.4427799,1.535118,1.0397968,-0.21190973,-0.5239044,0.38872844,-0.44124314,0.7526099,0.44506487,0.95430887,-0.49699876,2.5429997
60,0.003138192,0.19098043,0.005904412,0.0,0.10442166,0.16039704,0.023437774,0.10816739,0.09909119,0.04232014,0.096988335,0.08694338,0.14795803,0.081970856,0.13897459,0.026089322,-2.1637316,3.7530785,5.470059,-3.1291823,4.7936316,4.152133,4.7039404,-2.34538,-2.8723876,3.117207,-3.4351826,4.85594,3.6283314,3.355416,-3.360872,6.5119886
61,0.03251293,0.13640454,0.059219092,0.0,0.11959194,0.15578438,0.0,0.011873029,0.1418268,0.072737865,0.10300191,0.086010985,0.0704808,0.03725629,0.099263646,0.10347334,-0.59512776,1.3247396,2.07471,-0.7787392,1.8835638,1.390551,1.4563926,-0.41939864,-0.79278743,0.60745424,-0.71174663,1.4030621,0.77154434,0.9062687,-0.77767843,2.8391414
62,0.06878828,0.17572561,0.0,0.08564416,0.11844228,0.045197602,0.050682254,0.02824777,0.08133963,0.052320667,0.041998312,0.006361221,0.017338375,0.0,0.14382139,0.08808102,-0.67882645,1.5584944,2.1911745,-0.96438646,2.0471358,1.5196791,1.6251235,-0.5888636,-0.9361542,0.8825388,-0.94632953,1.8484046,1.0432667,1.0439302,-0.98120606,3.1158705
63,0.07125002,0.1085952,0.0,0.029923752,0.12049269,0.10044769,0.055871796,0.11570064,0.15796255,0.14197914,0.050107174,0.14554636,0.08029186,0.09429777,0.07008167,0.10960186,-1.7273239,2.9731913,4.5842013,-2.4920332,3.9979312,3.3599386,3.8253043,-1.8581778,-2.3308122,2.4770606,-2.719664,3.918521,2.900761,2.5889835,-2.7014885,5.4885917
64,0.07966224,0.14302176,0.023687769,0.009871429,0.09451737,0.19538419,0.051614642,0.0011304598,0.16480282,0.010535046,0.024388554,0.08128697,0.10204522,0.0,0.097895764,0.08877887,-0.16078705,0.5179851,0.89082325,-0.039622165,0.58579296,1.0394366,0.38511357,0.977897,-0.048547026,-0.103354625,0.72817445,0.21166882,-0.0636169,0.43179977,-0.010507165,1.8249718
65,0.0052215494,0.0,0.12573422,0.01047218,0.20669016,0.31166685,0.0,0.0,0.0069729015,0.30601734,0.0,0.0,0.0,0.0022733994,0.17373465,0.043552473,-0.09300089,0.43307766,0.5813797,0.21404871,0.5320096,0.9614743,0.23360813,1.5733539,0.16771942,-0.123716526,1.3031608,-0.00029733704,-0.13315544,0.48265582,0.33628887,1.6675953
66,0.03721844,0.14497487,0.0,0.026346061,0.102353595,0.082575634,0.13812745,0.034172215,0.15824635,0.04239706,0.046107464,0.008476799,0.09425251,0.062498644,0.09630958,0.09390531,-0.37736797,0.9795513,1.5163118,-0.44756514,1.4461641,1.0867591,0.90899557,-0.071515165,-0.47169057,0.17432022,-0.29148003,0.9337155,0.17469296,0.785667,-0.41732717,2.5084913
67,0.08002808,0.1475572,0.04361045,0.0,0.12282666,0.08831715,0.036431827,0.013555012,0.23838745,0.007349549,0.063123524,0.081728615,0.11103632,0.15069643,0.12315393,0.005302092,-0.16567706,0.68893147,1.0183687,-0.104059674,1.0829653,0.7689598,0.16495132,1.6095805,-0.14963287,-0.10511086,0.83280694,0.51540625,-0.07926805,0.8112879,-0.07121899,1.9116852
68,0.09486073,0.09829858,0.0,0.06552249,0.14670882,0.10407791,0.038141694,0.015215527,0.02370934,0.11921291,0.051251344,0.12557712,0.0,0.008573131,0.10817535,0.100025535,-0.47203013,1.1010703,1.7536939,-0.62196195,1.6741805,1.2683787,1.2158761,-0.28101438,-0.65811366,0.39608443,-0.5302949,1.299193,0.51265603,0.8179525,-0.6009792,2.486282
69,0.050236836,0.06691985,0.0,0.056199677,0.12742776,0.15427057,0.10135968,0.022575349,0.07668707,0.029023303,0.097661845,0.064130954,0.0046529733,0.039576747,0.19454797,0.029941455,-0.82364506,1.6724981,2.6050625,-1.1713156,2.4121644,1.9539195,1.987719,-0.72624445,-1.1533309,1.0909297,-1.1797591,1.8934964,1.2825567,1.4225171,-1.2175364,3.336685
70,0.09117738,0.18043289,0.0,0.060089335,0.1515058,0.09377086,0.0055222604,0.054703638,0.1731809,0.06885195,0.04713323,0.0,0.0,0.06489953,0.067416914,0.100144766,-0.14333302,0.40406647,0.9721422,-0.04683426,0.97915703,0.6774159,0.3006244,1.381703,-0.11213907,-0.13689797,0.86990345,0.6675252,-0.08524912,0.59453446,-0.01577754,1.5755465
